ts_iso,ts_unix,red,ir,bpm,rmssd_s,gsr,gsr_mean_5s,gsr_slope_1s,gsr_peak_10s,bio_arousal_score,bio_confidence,ppg_quality,finger_on,gsr_fresh,note
2026-02-25 14:35:29,1771997729.426,170321,243329,,,142,147.17,-41.00,0,0.210,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:30,1771997730.426,169834,243265,,,143,141.83,-30.00,0,0.154,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:31,1771997731.426,169025,242451,,,143,141.83,-21.00,0,0.108,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:32,1771997732.426,168734,242261,,,144,142.67,-15.00,0,0.077,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:33,1771997733.426,175609,251038,,,142,142.80,-33.00,0,0.169,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:34,1771997734.426,179280,257106,,,143,142.83,-32.00,0,0.164,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:35,1771997735.426,180594,258772,58.8,,140,142.40,1.00,0,0.014,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:36,1771997736.426,179583,257576,58.8,,141,142.00,2.00,0,0.017,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:37,1771997737.426,179347,257222,58.8,,141,141.40,-1.00,0,0.014,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:38,1771997738.426,179500,257617,58.8,,141,141.20,-1.00,0,0.014,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:39,1771997739.426,179205,257394,58.8,,141,140.80,-2.00,0,0.017,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:40,1771997740.426,178832,257043,58.8,,139,140.50,-4.00,0,0.022,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:41,1771997741.426,178431,256650,58.8,,140,140.50,-4.00,0,0.022,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:42,1771997742.426,161360,218379,,,140,140.33,-2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:43,1771997743.426,148559,190629,,,142,140.50,0.00,0,0.000,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:44,1771997744.426,1553,1487,,,141,140.50,1.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:45,1771997745.426,1603,1474,,,142,141.00,2.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:46,1771997746.426,1594,1460,,,141,141.20,0.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:47,1771997747.426,1598,1460,,,141,141.40,0.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:48,1771997748.426,1583,1459,,,141,141.33,0.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:49,1771997749.426,1583,1461,,,142,141.33,1.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:50,1771997750.426,1644,1680,,,143,141.67,4.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:51,1771997751.426,2168,2358,,,140,141.33,0.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:52,1771997752.426,1871,1867,,,140,141.17,0.00,0,0.000,0.000,0.000,0,1,finger_off
2026-02-25 14:35:53,1771997753.426,39764,61293,,,139,140.83,-3.00,0,0.015,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:54,1771997754.426,139216,183612,,,138,140.33,-3.00,0,0.015,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:55,1771997755.426,164316,235554,,,139,139.20,-3.00,0,0.015,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:56,1771997756.426,156858,213916,,,137,138.60,-4.00,0,0.021,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:57,1771997757.426,29937,50905,,,140,138.60,-1.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:58,1771997758.426,169845,238294,,,139,138.60,-2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:35:59,1771997759.426,167674,238450,,,139,138.80,-3.00,0,0.015,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:00,1771997760.426,169762,239497,,,139,138.80,-1.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:01,1771997761.426,170020,241286,,,139,138.83,-1.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:02,1771997762.426,169846,241643,,,140,139.20,1.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:03,1771997763.426,169126,242127,,,140,139.33,2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:04,1771997764.426,168664,242348,,,140,139.60,1.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:05,1771997765.426,168761,243042,,,139,139.50,0.00,0,0.000,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:06,1771997766.426,168380,243041,,,139,139.50,2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:07,1771997767.426,168845,243378,,,138,139.33,-2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:08,1771997768.426,168517,243336,,,139,139.17,0.00,0,0.000,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:09,1771997769.426,168298,243229,,,141,139.33,2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:10,1771997770.426,172270,247369,,,139,139.20,0.00,0,0.000,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:11,1771997771.426,169271,242393,,,139,139.17,0.00,0,0.000,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:12,1771997772.426,171188,244993,,,139,139.40,-1.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:13,1771997773.426,171435,245317,42.6,,141,139.67,1.00,0,0.003,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:14,1771997774.426,171031,245012,42.6,,141,140.00,1.00,0,0.003,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:15,1771997775.426,171052,244651,42.6,,142,140.17,3.00,0,0.008,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:16,1771997776.426,171957,246427,42.6,,141,140.80,2.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:17,1771997777.426,171703,246602,42.6,,142,141.00,4.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:18,1771997778.426,171288,246042,42.6,,141,141.40,2.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:19,1771997779.426,171049,245768,42.6,,141,141.40,0.00,0,0.000,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:20,1771997780.426,170854,245621,,,141,141.20,2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:21,1771997781.426,170703,245513,,,141,141.17,2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:22,1771997782.426,170561,245445,,,141,141.00,2.00,0,0.010,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:23,1771997783.426,170678,245612,,,140,140.83,-1.00,0,0.005,0.440,0.200,1,1,hrv_warming_up(need~30s)
2026-02-25 14:36:24,1771997784.426,170286,245242,,1.1151,141,140.80,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:25,1771997785.426,170050,244793,,1.1151,139,140.50,-2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:26,1771997786.426,169807,244463,,1.1151,140,140.20,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:27,1771997787.426,169832,244613,,1.1151,140,140.00,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:28,1771997788.426,,,,1.1151,138,139.67,-3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:36:29,1771997789.426,,,,1.1151,140,139.67,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:30,1771997790.426,,,,1.1151,139,139.33,-2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:31,1771997791.426,,,,1.1151,138,139.17,-3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:36:32,1771997792.426,,,,1.1151,136,138.50,-4.00,0,0.010,0.440,0.200,1,1,
2026-02-25 14:36:33,1771997793.426,,,,1.1151,138,138.20,-3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:36:34,1771997794.426,,,,1.1151,138,137.80,-3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:36:35,1771997795.426,,,,1.1151,140,138.00,0.00,0,0.000,0.440,0.200,1,1,
2026-02-25 14:36:36,1771997796.426,,,,1.1151,140,138.40,0.00,0,0.000,0.440,0.200,1,1,
2026-02-25 14:36:37,1771997797.426,,,,1.1151,140,139.20,2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:38,1771997798.426,,,,1.1151,139,139.40,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:39,1771997799.426,,,,1.1151,140,139.80,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:40,1771997800.426,,,,1.1151,140,139.83,2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:41,1771997801.426,,,,1.1151,140,139.83,4.00,0,0.010,0.440,0.200,1,1,
2026-02-25 14:36:42,1771997802.428,,,,1.1151,140,139.80,2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:43,1771997803.426,,,,1.1151,140,140.00,2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:44,1771997804.426,,,,1.1151,140,140.00,2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:45,1771997805.426,,,,1.1151,139,139.83,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:46,1771997806.427,,,,1.1151,139,139.60,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:47,1771997807.426,,,,1.1151,140,139.67,0.00,0,0.000,0.440,0.200,1,1,
2026-02-25 14:36:48,1771997808.427,,,,1.1151,140,139.60,0.00,0,0.000,0.440,0.200,1,1,
2026-02-25 14:36:49,1771997809.428,,,,1.1151,141,139.80,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:50,1771997810.426,,,,1.1151,138,139.60,-2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:51,1771997811.426,,,,1.1151,141,139.83,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:52,1771997812.426,,,,1.1151,140,140.00,0.00,0,0.000,0.440,0.200,1,1,
2026-02-25 14:36:53,1771997813.427,,,,1.1151,139,139.80,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:54,1771997814.426,,,,1.1151,141,140.00,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:55,1771997815.426,,,,1.1151,140,139.83,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:36:56,1771997816.426,,,,1.1151,142,140.40,3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:36:57,1771997817.426,,,,1.1151,140,140.40,0.00,0,0.000,0.440,0.200,1,1,
2026-02-25 14:36:58,1771997818.426,,,,1.1151,142,140.67,2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:36:59,1771997819.426,,,,1.1151,138,140.40,-3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:37:00,1771997820.426,,,,1.1151,140,140.40,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:01,1771997821.426,,,,1.1151,140,140.33,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:02,1771997822.426,,,,1.1151,138,139.60,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:03,1771997823.426,,,,1.1151,138,138.80,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:04,1771997824.426,,,,1.1151,139,138.83,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:05,1771997825.426,,,,1.1151,141,139.33,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:06,1771997826.426,,,,1.1151,141,139.50,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:07,1771997827.426,,,,1.1151,141,139.67,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:08,1771997828.426,,,,1.1151,140,140.40,2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:37:09,1771997829.426,,,,1.1151,141,140.50,3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:37:10,1771997830.426,,,,1.1151,141,140.83,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:11,1771997831.426,,,,1.1151,139,140.40,-1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:12,1771997832.426,,,,1.1151,141,140.40,3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:37:13,1771997833.426,,,,1.1151,139,140.17,1.00,0,0.003,0.440,0.200,1,1,
2026-02-25 14:37:14,1771997834.426,,,,1.1151,139,140.00,0.00,0,0.000,0.440,0.200,1,1,
2026-02-25 14:37:15,1771997835.426,,,,1.1151,138,139.50,-3.00,0,0.008,0.440,0.200,1,1,
2026-02-25 14:37:16,1771997836.426,,,,1.1151,139,139.17,-2.00,0,0.005,0.440,0.200,1,1,
2026-02-25 14:37:17,1771997837.426,,,,1.1151,140,139.00,0.00,0,0.000,0.440,0.200,1,1,
2026-02-25 14:37:18,1771997838.426,,,,1.1151,140,139.17,0.00,0,0.000,0.440,0.200,1,1,
