timestamp_unix,fusion_timestamp,dominant_emotion,confidence,safe,stressed,alert_level,alert_reason,fer_neutral,fer_happy,fer_sad,fer_angry,fer_alert,fer_drowsy,bio_bpm,bio_hrv,bio_gsr,bio_safe,bio_stressed
1774268439.308,1774268439.3075638,safe,0.779391923281239,0.779391923281239,0.2206080767187611,NORMAL,Stress level is low (EMA=0.22),0.017929676920175552,0.06286998838186264,0.4071670174598694,0.5120332837104797,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.358,1774268439.358085,safe,0.7813118369809084,0.7813118369809084,0.21868816301909152,NORMAL,Stress level is low (EMA=0.22),0.022641398012638092,0.06615789234638214,0.4006171226501465,0.5105835199356079,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.409,1774268439.4087765,safe,0.7835628889603714,0.7835628889603714,0.2164371110396286,NORMAL,Stress level is low (EMA=0.22),0.03172599524259567,0.06645267456769943,0.40287667512893677,0.49894458055496216,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.460,1774268439.4595497,safe,0.7860353097520516,0.7860353097520516,0.21396469024794845,NORMAL,Stress level is low (EMA=0.22),0.02856232225894928,0.07991808652877808,0.4260353446006775,0.4654841423034668,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.509,1774268439.509324,safe,0.7813007394533289,0.7813007394533289,0.2186992605466711,NORMAL,Stress level is low (EMA=0.22),0.02390322834253311,0.06484980881214142,0.4432700574398041,0.46797680854797363,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.560,1774268439.559983,safe,0.7805746714593502,0.7805746714593502,0.21942532854064978,NORMAL,Stress level is low (EMA=0.22),0.02339325100183487,0.062334511429071426,0.4421387016773224,0.47213345766067505,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.610,1774268439.6103952,safe,0.7803286096600567,0.7803286096600567,0.21967139033994335,NORMAL,Stress level is low (EMA=0.22),0.025636781007051468,0.05906572565436363,0.4341279864311218,0.4811694324016571,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.661,1774268439.6606703,safe,0.77581057964697,0.77581057964697,0.22418942035303008,NORMAL,Stress level is low (EMA=0.22),0.02030511572957039,0.04557225853204727,0.4497564136981964,0.48436611890792847,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.712,1774268439.7123241,safe,0.7737718043929174,0.7737718043929174,0.22622819560708268,NORMAL,Stress level is low (EMA=0.22),0.017512064427137375,0.039870403707027435,0.41767746210098267,0.5249399542808533,1.0,0.0,0.0,0.0,674.0,1.0,0.0
1774268439.763,1774268439.7627888,safe,0.7762396825452859,0.7762396825452859,0.22376031745471417,NORMAL,Stress level is low (EMA=0.22),0.020968355238437653,0.046696946024894714,0.436210572719574,0.4961240291595459,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268439.813,1774268439.812671,safe,0.7782344961411385,0.7782344961411385,0.2217655038588615,NORMAL,Stress level is low (EMA=0.22),0.023854374885559082,0.052122652530670166,0.45826297998428345,0.46575990319252014,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268439.863,1774268439.8625798,safe,0.7820734231186859,0.7820734231186859,0.2179265768813141,NORMAL,Stress level is low (EMA=0.22),0.03220000118017197,0.0597725510597229,0.43703675270080566,0.4709905982017517,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268439.913,1774268439.9132328,safe,0.7834939513995064,0.7834939513995064,0.2165060486004936,NORMAL,Stress level is low (EMA=0.22),0.030659547075629234,0.06723187863826752,0.46972739696502686,0.4323810935020447,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268439.964,1774268439.9643788,safe,0.778032073092476,0.778032073092476,0.221967926907524,NORMAL,Stress level is low (EMA=0.22),0.02413623034954071,0.05099737271666527,0.4758697748184204,0.44899654388427734,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268440.015,1774268440.0147643,safe,0.7798041974507846,0.7798041974507846,0.22019580254921542,NORMAL,Stress level is low (EMA=0.22),0.02854239195585251,0.05397506058216095,0.4906062185764313,0.4268762469291687,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268440.065,1774268440.065001,safe,0.7972417938411505,0.7972417938411505,0.20275820615884954,NORMAL,Stress level is low (EMA=0.22),0.04355685040354729,0.11161723732948303,0.443989634513855,0.40083616971969604,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268440.116,1774268440.1155791,safe,0.7914371002321813,0.7914371002321813,0.20856289976781875,NORMAL,Stress level is low (EMA=0.21),0.0369529202580452,0.09403494745492935,0.4886128604412079,0.3803991675376892,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268440.165,1774268440.1652992,safe,0.7851919640439962,0.7851919640439962,0.21480803595600384,NORMAL,Stress level is low (EMA=0.21),0.033086419105529785,0.071880042552948,0.5128710865974426,0.38216233253479004,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268440.216,1774268440.2157862,safe,0.7815413996120736,0.7815413996120736,0.21845860038792642,NORMAL,Stress level is low (EMA=0.22),0.0290069542825222,0.06074882671236992,0.5047048926353455,0.40553921461105347,1.0,0.0,0.0,0.0,675.0,1.0,0.0
1774268440.267,1774268440.267248,safe,0.7887369043247534,0.7887369043247534,0.21126309567524656,NORMAL,Stress level is low (EMA=0.21),0.040919575840234756,0.0788174569606781,0.4613516628742218,0.4189111590385437,1.0,0.0,0.0,0.0,675.0,1.0,0.0
